"Transaction Date","Transaction ID","Transaction Status","Transaction Type","From","To","Plant Community Type","Sub Region","Offset Trading Group","Vegetation Formation","Scientific Name","Common Name","Number Of Credits","Price Per Credit (Ex-GST)","Philanthropic Reason For Transfer Disclosed","Retirement Reason","Other Reason for Retiring","Reference Number of Obligation","Address of Obligation","Local Government Area of Obligation","Date of Consent Approval"
"2025-04-30","00056913","Completed","Transfer","CR-22674","CR-47231","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely?s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","251","4398.23","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-22675","CR-47232","White Box - White Cypress Pine - Western Grey Box shrub/grass/forb woodland in the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely?s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","10","4398.23","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-23119","CR-47233","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Hill End","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Ri","Grassy Woodlands","","","226","4398.23","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-32303","CR-47234","","Yengo","","","Chalinolobus dwyeri","Large-eared Pied Bat","166","885.87","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-32305","CR-47235","","Yengo","","","Vespadelus troughtoni","Eastern Cave Bat","124","890","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-33344","CR-47236","","Hunter","","","Chalinolobus dwyeri","Large-eared Pied Bat","500","885.87","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-35049","CR-47237","Forest Red Gum grassy open forest on floodplains of the lower Hunter","Hunter","Hunter Lowland Redgum Forest in the Sydney Basin and New South Wales North Coast Bioregions","Forested Wetlands","","","1","2300","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-35050","CR-47238","","Hunter","","","Petaurus norfolcensis","Squirrel Glider","56","433.36","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-35259","CR-47239","","Liverpool Plains","","","Chalinolobus dwyeri","Large-eared Pied Bat","1465","885.87","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-35260","CR-47240","","Liverpool Plains","","","Petaurus norfolcensis","Squirrel Glider","237","433.36","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-35598","CR-47241","","Hunter","","","Chalinolobus dwyeri","Large-eared Pied Bat","369","950","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-35615","CR-47242","","Yengo","","","Pseudophryne australis","Red-crowned Toadlet","13","880","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-35616","CR-47243","","Yengo","","","Tetratheca glandulosa","Tetratheca glandulosa","41","880","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-35617","CR-47244","","Yengo","","","Vespadelus troughtoni","Eastern Cave Bat","49","850","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-35666","CR-47245","Sydney Turpentine - Ironbark forest","Cumberland","Sydney Turpentine-Ironbark Forest in the Sydney Basin Bioregion","Wet Sclerophyll Forests (Grassy sub-formation)","","","12","32500","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-36471","CR-47246","Inland Scribbly Gum - Red Stringybark open forest on hills composed of silicous substrates in the mid-Murrumbidgee and upper Lachlan catchments mainly in the western South Eastern Highlands Bioregion","Murrumbateman","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","2","3000","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-36472","CR-47247","Inland Scribbly Gum - Red Stringybark open forest on hills composed of silicous substrates in the mid-Murrumbidgee and upper Lachlan catchments mainly in the western South Eastern Highlands Bioregion","Murrumbateman","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","1","3000","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-37405","CR-47248","Spotted Gum - Broad-leaved Mahogany - Grey Gum grass - shrub open forest on Coastal Lowlands of the Central Coast","Karuah Manning","Hunter-Macleay Dry Sclerophyll Forests >=70% and <90%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","30","4854","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-37406","CR-47249","","Karuah Manning","","","Callistemon linearifolius","Netted Bottle Brush","34","110","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-37429","CR-47250","Monaro-Queanbeyan Rolling Hills Grassy Forest","Monaro","Southern Tableland Grassy Woodlands >=50% and <70%","Grassy Woodlands","","","64","4300","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-37431","CR-47252","","Monaro","","","Swainsona sericea","Silky Swainson-pea","53","1050","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-37437","CR-47253","","Hunter","","","Chalinolobus dwyeri","Large-eared Pied Bat","57","950","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-37856","CR-47254","Coastal Floodplain Swamp Paperbark Scrub","Karuah Manning","Swamp Oak Floodplain Forest of the New South Wales North Coast, Sydney Basin and South East Corner Bioregions","Forested Wetlands","","","20","16900","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-39244","CR-47255","White Mahogany - Spotted Gum - Grey Myrtle semi-mesic shrubby open forest of the central and lower Hunter Valley","Wyong","Northern Hinterland Wet Sclerophyll Forests <50%","Wet Sclerophyll Forests (Grassy sub-formation)","","","4","2320","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-39245","CR-47256","","Wyong","","","Callistemon linearifolius","Netted Bottle Brush","1","110","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-39764","CR-47257","","Liverpool Plains","","","Chalinolobus dwyeri","Large-eared Pied Bat","79","950","No","","","","","",""
"2025-04-30","00056913","Completed","Transfer","CR-39989","CR-47258","Rough-barked Apple - Red Stringybark - Black Cypress Pine - red gum sand valley woodland of the Garawilla region, Brigalow Belt South Bioregion","Pilliga","Western Slopes Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","19","2050","No","","","","","",""
"2025-04-30","00056786","Completed","Retire","CR-37302","CR-47270","","Murrumbidgee","","","Pedionomus torquatus","Plains-wanderer","25","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37288","CR-47259","Cotton Bush open shrubland of the semi-arid (warm) zone","Murrumbidgee","Riverine Chenopod Shrublands <50%","Arid Shrublands (Chenopod sub-formation)","","","9881","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37289","CR-47260","Weeping Myall open woodland of the Riverina Bioregion and NSW South Western Slopes Bioregion","Murrumbidgee","PCT's 26, 15927, 55, 14537, 43, 49","Semi-arid Woodlands (Grassy sub-formation)","","","865","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37290","CR-47261","Weeping Myall open woodland of the Riverina Bioregion and NSW South Western Slopes Bioregion","Murrumbidgee","PCT's 26, 15927, 55, 14537, 43, 49","Semi-arid Woodlands (Grassy sub-formation)","","","4620","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37292","CR-47262","Canegrass swamp tall grassland wetland of drainage depressions, lakes and pans of the inland plains","Murrumbidgee","Inland Floodplain Shrublands <50%","Freshwater Wetlands","","","1062","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37293","CR-47263","Nitre Goosefoot shrubland wetland on clays of the inland floodplains","Murrumbidgee","Inland Floodplain Shrublands <50%","Freshwater Wetlands","","","385","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37303","CR-47271","","Murrumbidgee","","","Swainsona murrayana","Slender Darling Pea","2102","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37294","CR-47264","Lignum shrubland wetland of the semi-arid (warm) plains (mainly Riverina Bioregion and Murray Darling Depression Bioregion)","Murrumbidgee","Inland Floodplain Shrublands >=50% and <70%","Freshwater Wetlands","","","773","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37296","CR-47265","Forb-rich Speargrass - Windmill Grass - White Top grassland of the Riverina Bioregion","Murrumbidgee","Riverine Plain Grasslands >=70% and <90%","Grasslands","","","528","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37297","CR-47266","Plains Grass grassland on alluvial mainly clay soils in the Riverina Bioregion and NSW South Western Slopes Bioregion","Murrumbidgee","Riverine Plain Grasslands >=50% and <70%","Grasslands","","","35","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37298","CR-47267","Curly Windmill Grass - speargrass - wallaby grass grassland on alluvial clay and loam on the Hay Plain, Riverina Bioregion","Murrumbidgee","Riverine Plain Grasslands <50%","Grasslands","","","1612","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37299","CR-47268","","Murrumbidgee","","","Brachyscome papillosa","Mossgiel Daisy","75","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-04-30","00056786","Completed","Retire","CR-37301","CR-47269","","Murrumbidgee","","","Maireana cheelii","Chariot Wheels","24","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI9172452 / EPBC 2020/8766","The Proposal Would Be Located In Regional Western NSW And Traverse Around 540 Kilometres From Buronga To Wagga Wagga","Murray River etc.","2022-09-02"
"2025-05-06","00057147","Completed","Retire","CR-46157","CR-47458","","Hunter","","","Chalinolobus dwyeri","Large-eared Pied Bat","26","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","44/2019/ZD","4922 Old Northern Road Maroota NSW 2756","The Hills Shire Council","2020-05-21"
"2025-05-06","00057101","Completed","Transfer","CR-41191","CR-47459","Central and Southern Tableland River Oak Forest","Hill End","Eastern Riverine Forests >=50% and <70%","Forested Wetlands","","","35","7489","No","","","","","",""
"2025-05-07","00057149","Completed","Transfer","CR-43388","CR-47478","Mugga Ironbark - Black Cypress Pine - Red Stringybark - Blakely's Red Gum - Red Ironbark woodland on hillslopes and in valleys on ranges in the NSW central western slopes","Inland Slopes","Western Slopes Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","20","2400","No","","","","","",""
"2025-05-07","00057149","Completed","Transfer","CR-43382","CR-47477","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","885","3200","No","","","","","",""
"2025-05-08","00057148","Completed","Retire","CR-46911","CR-47543","","Pilliga","","","Petaurus norfolcensis","Squirrel Glider","810","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD-10418 and EPBC ID: 2020/8735","Mount Pleasant Colliery, 1100 Wybong Road, Muswellbrook NSW 2333","Muswellbrook Shire","2022-09-06"
"2025-05-08","00057164","Completed","Retire","CR-46128","CR-47544","Central Hunter Slopes Grey Box Forest","Ellerston","Central Hunter Grey Box-Ironbark Woodland in the New South Wales North Coast and Sydney Basin Bioregions","Grassy Woodlands","","","217","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD-10418 and EPBC ID: 2020/8735","Mount Pleasant Colliery, 1100 Wybong Road, Muswellbrook NSW 2333","Muswellbrook Shire","2022-09-06"
"2025-05-08","00057164","Completed","Retire","CR-46129","CR-47545","Central Hunter Slopes Grey Box Forest","Ellerston","Central Hunter Grey Box-Ironbark Woodland in the New South Wales North Coast and Sydney Basin Bioregions","Grassy Woodlands","","","2","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD-10418 and EPBC ID: 2020/8735","Mount Pleasant Colliery, 1100 Wybong Road, Muswellbrook NSW 2333","Muswellbrook Shire","2022-09-06"
"2025-05-08","00057190","Completed","Retire","CR-46137","CR-47546","Central Hunter Slopes Grey Box Forest","Ellerston","Central Hunter Grey Box-Ironbark Woodland in the New South Wales North Coast and Sydney Basin Bioregions","Grassy Woodlands","","","57","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD-10418 and EPBC ID: 2020/8735","Mount Pleasant Colliery, 1100 Wybong Road, Muswellbrook NSW 2333","Muswellbrook Shire",""
"2025-05-08","00057190","Completed","Retire","CR-46138","CR-47547","Central Hunter Slopes Grey Box Forest","Ellerston","Central Hunter Grey Box-Ironbark Woodland in the New South Wales North Coast and Sydney Basin Bioregions","Grassy Woodlands","","","4","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSD-10418 and EPBC ID: 2020/8735","Mount Pleasant Colliery, 1100 Wybong Road, Muswellbrook NSW 2333","Muswellbrook Shire",""
"2025-05-09","00056473","Completed","Transfer","CR-43392","CR-47561","","Inland Slopes","","","Ninox connivens","Barking Owl","417","825","No","","","","","",""
"2025-05-12","00057340","Completed","Transfer","CR-47561","CR-47649","","Inland Slopes","","","Ninox connivens","Barking Owl","417","1e-12","No","","","","","",""
"2025-05-12","00057342","Completed","Transfer","CR-43394","CR-47650","","Inland Slopes","","","Tyto novaehollandiae","Masked Owl","417","825","No","","","","","",""
"2025-05-15","00057282","Completed","Transfer","CR-43930","CR-47766","Northern Hinterland White Mahogany Moist Grassy Forest","Mummel Escarpment","Northern Hinterland Wet Sclerophyll Forests <50%","Wet Sclerophyll Forests (Grassy sub-formation)","","","13","1800","No","","","","","",""
"2025-05-15","00057337","Completed","Retire","CR-47132","CR-47768","Spotted Gum - Broad-leaved Mahogany - Red Ironbark shrubby open forest","Karuah Manning","Hunter-Macleay Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","12","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA/354/2024","1487 Hue Hue Road, Wyee NSW 2259","Lake Macquarie City","2025-03-18"
"2025-05-15","00057400","Completed","Retire","CR-33612","CR-47769","Cumberland shale hills woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","413","0","","For the purposes of complying with a requirement to retire credits of a biodiversity certification of land","To contribute towards area based offsets targets for the Growth Centres Biodiversity Offset Scheme","Growth Centres Biodiversity Offset Scheme 2008","","",""
"2025-05-15","00057408","Completed","Retire","CR-43815","CR-47770","Cumberland shale plains woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","26","0","","For the purposes of complying with a requirement to retire credits of a biodiversity certification of land","To contribute towards area based offsets targets for the Cumberland Plain Conservation Plan","CPCP Biodiversity Stewardship Program - August 2022","","",""
"2025-05-15","00057408","Completed","Retire","CR-43816","CR-47771","Cumberland shale hills woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","142","0","","For the purposes of complying with a requirement to retire credits of a biodiversity certification of land","To contribute towards area based offsets targets for the Cumberland Plain Conservation Plan","CPCP Biodiversity Stewardship Program - August 2022","","",""
"2025-05-15","00057409","Completed","Retire","CR-40490","CR-47774","Cumberland shale - sandstone Ironbark forest","Cumberland","Shale Sandstone Transition Forest in the Sydney Basin Bioregion","Grassy Woodlands","","","53","0","","For the purposes of complying with a requirement to retire credits of a biodiversity certification of land","To contribute towards area based offsets targets for the Cumberland Plain Conservation Plan","CPCP Biodiversity Stewardship Program - August 2022","","",""
"2025-05-15","00057409","Completed","Retire","CR-40489","CR-47773","Cumberland shale hills woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","445","0","","For the purposes of complying with a requirement to retire credits of a biodiversity certification of land","To contribute towards area based offsets targets for the Cumberland Plain Conservation Plan","CPCP Biodiversity Stewardship Program - August 2022","","",""
"2025-05-15","00057409","Completed","Retire","CR-40488","CR-47772","Cumberland riverflat forest","Cumberland","PCT's 40243328, 4025, 40413145","Forested Wetlands","","","4","0","","For the purposes of complying with a requirement to retire credits of a biodiversity certification of land","To contribute towards area based offsets targets for the Cumberland Plain Conservation Plan","CPCP Biodiversity Stewardship Program - August 2022","","",""
"2025-05-15","00057412","Completed","Retire","CR-37963","CR-47780","Cumberland shale - sandstone Ironbark forest","Cumberland","Shale Sandstone Transition Forest in the Sydney Basin Bioregion","Grassy Woodlands","","","2","0","","For the purposes of complying with a requirement to retire credits of a biodiversity certification of land","To contribute towards area based offsets targets for the Growth Centres Biodiversity Offset Scheme","Growth Centres Biodiversity Offset Scheme 2008","","",""
"2025-05-15","00057415","Completed","Retire","CR-44042","CR-47782","Cumberland shale plains woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","31","0","","For the purposes of complying with a requirement to retire credits of a biodiversity certification of land","To contribute towards area based offsets targets for the Growth Centres Biodiversity Offset Scheme","Growth Centres Biodiversity Offset Scheme 2008","","",""
"2025-05-15","00057415","Completed","Retire","CR-44041","CR-47781","Cumberland shale plains woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","36","0","","For the purposes of complying with a requirement to retire credits of a biodiversity certification of land","To contribute towards area based offsets targets for the Growth Centres Biodiversity Offset Scheme","Growth Centres Biodiversity Offset Scheme 2008","","",""
"2025-05-20","00056953","Completed","Transfer","CR-43391","CR-47892","Red Stringybark - Long-leaved Box - Black Cypress Pine - grassy/shrubby low woodland on ranges, central NSW South Western Slopes Bioregion","Inland Slopes","Western Slopes Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","74","2200","No","","","","","",""
"2025-05-20","00056953","Completed","Transfer","CR-43389","CR-47891","Tumbledown Red Gum - Black Cypress Pine - Red Stringybark woodland on rocky hills in the NSW central western slopes","Inland Slopes","Inland Rocky Hill Woodlands <50%","Semi-arid Woodlands (Shrubby sub-formation)","","","35","3800","No","","","","","",""
"2025-05-20","00056953","Completed","Transfer","CR-43387","CR-47890","Red Ironbark - Red Stringybark - Tumbledown Gum heath low woodland on ridges, central NSW South Western Slopes","Inland Slopes","Inland Rocky Hill Woodlands <50%","Semi-arid Woodlands (Shrubby sub-formation)","","","208","3800","No","","","","","",""
"2025-05-20","00056953","Completed","Transfer","CR-43386","CR-47889","She oak - Fringe Myrtle heathland on rocky ranges in the NSW South Western Slopes Bioregion","Inland Slopes","Inland Rocky Hill Woodlands <50%","Semi-arid Woodlands (Shrubby sub-formation)","","","1","3800","No","","","","","",""
"2025-05-20","00056953","Completed","Transfer","CR-43385","CR-47888","Red Stringybark - Blakely's Red Gum +/- Long-leaved Box shrub/grass hill woodland of the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","1","4100","No","","","","","",""
"2025-05-20","00056953","Completed","Transfer","CR-43384","CR-47887","White Box - Black Cypress Pine - red gum +/- Mugga Ironbark shrubby woodland in hills of the NSW central western slopes","Inland Slopes","Western Slopes Grassy Woodlands >=50% and <70%","Grassy Woodlands","","","52","2400","No","","","","","",""
"2025-05-20","00056953","Completed","Transfer","CR-43383","CR-47886","White Box - White Cypress Pine - Western Grey Box shrub/grass/forb woodland in the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","4","4100","No","","","","","",""
"2025-05-20","00056953","Completed","Transfer","CR-43382","CR-47885","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","43","4100","No","","","","","",""
"2025-05-20","00056953","Completed","Transfer","CR-43381","CR-47884","Mugga Ironbark - Western Grey Box - cypress pine tall woodland on footslopes of low hills in the NSW South Western Slopes Bioregion","Inland Slopes","Western Slopes Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","43","2400","No","","","","","",""
"2025-05-20","00056953","Completed","Transfer","CR-43380","CR-47883","Dwyer's Red Gum - Black Cypress Pine - Currawang shrubby low woodland on rocky hills mainly in the NSW South Western Slopes Bioregion","Inland Slopes","Inland Rocky Hill Woodlands <50%","Semi-arid Woodlands (Shrubby sub-formation)","","","16","3800","No","","","","","",""
"2025-05-23","00057628","Completed","Retire","CR-45455","CR-48055","Bondo Montane Flats Swamp Woodland","Bondo","Montane Bogs and Fens <50%","Freshwater Wetlands","","","87","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI - 9717 and EPBC 2018/8363","Kosciuszko National Park (Lobs Hole and Ravine) and Nurenmerenmong in the Bago State Forest","Snowy Valleys Council","2022-09-02"
"2025-05-23","00057628","Completed","Retire","CR-45541","CR-48056","","Bondo","","","Petaurus australis - endangered population","Yellow-bellied Glider population on the Bago Plateau","275","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI - 9717 and EPBC 2018/8363","Kosciuszko National Park (Lobs Hole and Ravine) and Nurenmerenmong in the Bago State Forest","Snowy Valleys Council","2022-09-02"
"2025-05-23","00057628","Completed","Retire","CR-47650","CR-48057","","Inland Slopes","","","Tyto novaehollandiae","Masked Owl","417","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI - 9717 and EPBC 2018/8363","Kosciuszko National Park (Lobs Hole and Ravine) and Nurenmerenmong in the Bago State Forest","Snowy Valleys Council","2022-09-02"
"2025-05-23","00057628","Completed","Retire","CR-41044","CR-48051","Snow Gum - Mountain Gum shrubby open forest of montane areas, South Eastern Highlands Bioregion and Australian Alps Bioregion","Snowy Mountains","Subalpine Woodlands <50%","Grassy Woodlands","","","825","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI - 9717 and EPBC 2018/8363","Kosciuszko National Park (Lobs Hole and Ravine) and Nurenmerenmong in the Bago State Forest","Snowy Valleys Council","2022-09-02"
"2025-05-23","00057628","Completed","Retire","CR-41045","CR-48052","","Snowy Mountains","","","Callocephalon fimbriatum","Gang-gang Cockatoo","30","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI - 9717 and EPBC 2018/8363","Kosciuszko National Park (Lobs Hole and Ravine) and Nurenmerenmong in the Bago State Forest","Snowy Valleys Council","2022-09-02"
"2025-05-23","00057628","Completed","Retire","CR-41046","CR-48053","","Snowy Mountains","","","Petaurus australis - endangered population","Yellow-bellied Glider population on the Bago Plateau","1422","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI - 9717 and EPBC 2018/8363","Kosciuszko National Park (Lobs Hole and Ravine) and Nurenmerenmong in the Bago State Forest","Snowy Valleys Council","2022-09-02"
"2025-05-23","00057628","Completed","Retire","CR-42480","CR-48054","Bondo Slopes Peppermint Moist Grassy Forest","Bondo","Southern Tableland Wet Sclerophyll Forests <50%","Wet Sclerophyll Forests (Grassy sub-formation)","","","452","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","SSI - 9717 and EPBC 2018/8363","Kosciuszko National Park (Lobs Hole and Ravine) and Nurenmerenmong in the Bago State Forest","Snowy Valleys Council","2022-09-02"
"2025-05-23","00057495","Completed","Retire","CR-47766","CR-48058","Northern Hinterland White Mahogany Moist Grassy Forest","Mummel Escarpment","Northern Hinterland Wet Sclerophyll Forests <50%","Wet Sclerophyll Forests (Grassy sub-formation)","","","13","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA 2021/1081","Fairwinds Avenue, Lakewood NSW  2443","Port Macquarie Hastings Council","2024-07-31"
